id,date,account,vendor,amount,description
GL-3328,2024-01-24,6900 · Miscellaneous,Underbrook Trade Ltd,2633.67,General purchase
GL-3329,2024-01-24,6600 · Marketing,Barrow Trade Ltd,4718.73,Ad campaign
GL-3330,2024-01-24,6800 · Events,Lyndon Solutions,4894.05,Team event
GL-3331,2024-01-25,6710 · Equipment,Fieldstone Repairs,3456.37,Equipment repair
GL-3332,2024-01-25,6500 · Professional,Norwich Bay & Finch,6344.75,Professional services
GL-3333,2024-01-25,6300 · Contractors,Gladewell & Sons,6255.55,Contractor invoice
GL-3334,2024-01-25,6600 · Marketing,Stonebridge Ventures,4372.56,Ad campaign
GL-3335,2024-01-25,6300 · Contractors,Northfield Holdings,11768.05,Project support
GL-3336,2024-01-25,6300 · Contractors,Everline & Finch,4192.79,Project support
GL-3337,2024-01-25,6000 · Office,Kingswell Distribution,2274.05,Office supplies
GL-3338,2024-01-25,6000 · Office,Brackendale Services,913.44,Office supplies
GL-3339,2024-01-25,6100 · Facilities,Kettleworth Supply Co,5301.92,Facilities services
GL-3340,2024-01-25,6800 · Events,Parkfield & Finch,3567.82,Venue booking
GL-3341,2024-01-25,6300 · Contractors,Juniper Holdings,9493.89,Contractor invoice
GL-3342,2024-01-25,6100 · Facilities,Larkspur Services,1222.77,Facilities services
GL-3343,2024-01-25,6900 · Miscellaneous,Ashcroft Co,1481.51,Miscellaneous expense
GL-3344,2024-01-25,6710 · Equipment,Wrenfield Group,4747.47,Equipment purchase
GL-3345,2024-01-25,6210 · Software,Deerpath Supply,5854.14,Platform fee
GL-3346,2024-01-25,6900 · Miscellaneous,Morrow Studio LLC,15301.9,Miscellaneous expense
GL-3347,2024-01-26,6900 · Miscellaneous,Vela Printworks,831.17,Print run
GL-3348,2024-01-26,6300 · Contractors,Lyndon Partners,10075.73,Project support
GL-3349,2024-01-26,6300 · Contractors,Longview Trade Ltd,11372.07,Project support
GL-3350,2024-01-26,6400 · Travel,Oldbridge Vendors,1846.83,Conference travel
GL-3351,2024-01-26,6100 · Facilities,Pinehollow Holdings,3497.95,Building maintenance
GL-3352,2024-01-26,6500 · Professional,Barrow Services,6911.72,Advisory fee
GL-3353,2024-01-26,6710 · Equipment,Oakhaven Supply Co,2091.75,Equipment maintenance
GL-3354,2024-01-26,6500 · Professional,Timberline Distribution,8969.79,Professional services
GL-3355,2024-01-26,6710 · Equipment,Ferncliff Consulting,881.66,Equipment maintenance
GL-3356,2024-01-26,6000 · Office,Barrow Supply Co,252.62,Office supplies
GL-3357,2024-01-26,6210 · Software,Cinderpath Solutions,679.33,Software license
GL-3358,2024-01-26,6210 · Software,Kingsmere Contractors,5790.12,Subscription renewal
GL-3359,2024-01-26,6710 · Equipment,Juniper Traders,2024.67,Equipment purchase
GL-3360,2024-01-26,6710 · Equipment,Everline Trade Ltd,2826.91,Hardware
GL-3361,2024-01-26,6600 · Marketing,Ashcroft Advisory,2225.8,Ad campaign
GL-3362,2024-01-26,6600 · Marketing,Kettleworth Materials,5630.72,Ad campaign
GL-3363,2024-01-29,6100 · Facilities,GreenLeaf Utilities,2855.93,Utilities - electricity
GL-3364,2024-01-29,6100 · Facilities,Silverlake Logistics,5233.3,Facilities services
GL-3365,2024-01-29,6500 · Professional,Kingswell Vendors,6073.84,Advisory fee
GL-3366,2024-01-29,6400 · Travel,Ferncliff Partners,341.78,Travel expense
GL-3367,2024-01-29,6400 · Travel,Millhaven Advisory,2383.93,Conference travel
GL-3368,2024-01-29,6500 · Professional,Timberline Distribution,5837.78,Professional services
GL-3369,2024-01-29,6100 · Facilities,Dunmore Co,3435.91,Building maintenance
GL-3370,2024-01-29,6600 · Marketing,Copperfield Solutions,1812.97,Ad campaign
GL-3371,2024-01-29,6210 · Software,Elmgate Consulting,5276.52,Platform fee
GL-3372,2024-01-29,6800 · Events,Ashford Services,504.96,Team event
GL-3373,2024-01-29,6400 · Travel,Ustane & Sons,2693.62,Conference travel
GL-3374,2024-01-29,6710 · Equipment,Norwich Bay Traders,1325.24,Equipment maintenance
GL-3375,2024-01-29,6300 · Contractors,Longview Trade Ltd,5146.7,Consulting work
GL-3376,2024-01-29,6210 · Software,Deerpath Supply,2391.82,Software license
GL-3377,2024-01-29,6600 · Marketing,Longview Advisory,2901.89,Ad campaign
GL-3378,2024-01-29,6600 · Marketing,Vinewood Co,1373.46,Ad campaign
GL-3379,2024-01-29,6600 · Marketing,Juniper Services,6241.19,Marketing spend
GL-3380,2024-01-29,6800 · Events,Timberline Materials,2438.28,Team event
GL-3381,2024-01-29,6900 · Miscellaneous,Ironwood Supply,3579.12,General purchase
GL-3382,2024-01-29,6600 · Marketing,Kettleworth Logistics,6293.53,Content production
GL-3383,2024-01-29,6210 · Software,Parkfield Supply Co,1824.6,Software license
GL-3384,2024-01-29,6800 · Events,Juniper Partners,2164.53,Venue booking
GL-3385,2024-01-29,6300 · Contractors,Gladewell Distribution,6793.78,Contractor invoice
GL-3386,2024-01-29,6300 · Contractors,Larkspur Traders,9684.36,Project support
GL-3387,2024-01-29,6600 · Marketing,Elmgate Group,2050.56,Ad campaign
GL-3388,2024-01-29,6710 · Equipment,Millbrook & Sons,2435.44,Equipment maintenance
GL-3389,2024-01-29,6710 · Equipment,Kingsmere Materials,505.07,Equipment purchase
GL-3390,2024-01-29,6400 · Travel,Ridgemont Supply Co,1806.29,Travel expense
GL-3391,2024-01-30,6600 · Marketing,Drift Marketing Co,5145.64,Marketing campaign
GL-3392,2024-01-30,6210 · Software,Ashcroft Supply Co,5226.6,Software license
GL-3393,2024-01-30,6710 · Equipment,Thornleigh Co,775.61,Equipment maintenance
GL-3394,2024-01-30,6100 · Facilities,Oakhaven Trade Ltd,4130.14,Repairs
GL-3395,2024-01-30,6600 · Marketing,Kingsmere Supply Co,5246.23,Ad campaign
GL-3396,2024-01-30,6210 · Software,Deerpath Distribution,5346.72,Platform fee
GL-3397,2024-01-30,6900 · Miscellaneous,Ashcroft Co,550.64,General purchase
GL-3398,2024-01-30,6600 · Marketing,Copperfield Co,3898.15,Marketing spend
GL-3399,2024-01-30,6900 · Miscellaneous,Underbrook Trade Ltd,3646.22,General purchase
GL-3400,2024-01-30,6800 · Events,Parkfield Supply,3154.66,Event costs
GL-3401,2024-01-30,6900 · Miscellaneous,Fairhaven Services,1811.14,Miscellaneous expense
GL-3402,2024-01-30,6710 · Equipment,Hartmoor Materials,4268.84,Equipment maintenance
GL-3403,2024-01-30,6900 · Miscellaneous,Northfield Materials,2764.6,Miscellaneous expense
GL-3404,2024-01-30,6210 · Software,Ashcombe Services,3521.33,Platform fee
GL-3405,2024-01-30,6100 · Facilities,Oakhaven Distribution,1796.38,Building maintenance
GL-3406,2024-01-30,6000 · Office,Jasperton Co,2929.1,General office purchase
GL-3407,2024-01-30,6000 · Office,Mosswell Ventures,1973.65,General office purchase
GL-3408,2024-01-30,6210 · Software,Ashford Contractors,4147.81,Platform fee
GL-3409,2024-01-30,6900 · Miscellaneous,Islewood Materials,2408.26,Miscellaneous expense
GL-3410,2024-01-30,6710 · Equipment,Grovemont Materials,4112.11,Hardware
GL-3411,2024-01-30,6500 · Professional,Everline Partners,3274.52,Consulting engagement
GL-3412,2024-01-30,6710 · Equipment,Ferncliff Group,1077.36,Hardware
GL-3413,2024-01-30,6900 · Miscellaneous,Brackendale Trade Ltd,2280.62,Miscellaneous expense
GL-3414,2024-01-30,6000 · Office,Kingswell Solutions,474.42,General office purchase
GL-3415,2024-01-30,6400 · Travel,Westgate Trade Ltd,1598.77,Conference travel
GL-3416,2024-01-30,6400 · Travel,Pemberton & Sons,1332.61,Travel expense
GL-3417,2024-01-30,6400 · Travel,Underbrook Partners,827.13,Conference travel
GL-3418,2024-01-31,6500 · Professional,Harbor Legal Group,3085.1,Contract review and filing
GL-3419,2024-01-31,6000 · Office,Overland Logistics,1031.81,Breakroom restock
GL-3420,2024-01-31,6300 · Contractors,Ivywood Advisory,5576.15,Project support
GL-3421,2024-01-31,6100 · Facilities,Kingsmere Services,3824.79,Facilities services
GL-3422,2024-01-31,6300 · Contractors,Everline & Finch,3652.07,Consulting work
GL-3423,2024-01-31,6100 · Facilities,Wrenfield Distribution,3218.96,Repairs
GL-3424,2024-01-31,6710 · Equipment,Pinehollow Logistics,4369.45,Equipment maintenance
GL-3425,2024-01-31,6900 · Miscellaneous,Ridgemont Supply,409.23,Miscellaneous expense
GL-3426,2024-01-31,6000 · Office,Driftwood Services,2038.53,Breakroom restock
GL-3427,2024-01-31,6600 · Marketing,Stonebridge Services,1958.91,Ad campaign
GL-3428,2024-01-31,6210 · Software,Pinehollow Consulting,2877.22,Software license
GL-3429,2024-01-31,6900 · Miscellaneous,Ivywood Holdings,1982.65,General purchase
GL-3430,2024-01-31,6100 · Facilities,Nightingale Distribution,1203.08,Building maintenance
GL-3431,2024-01-31,6210 · Software,Pemberton Vendors,4370.98,Subscription renewal
GL-3432,2024-01-31,6900 · Miscellaneous,Brackendale Trade Ltd,2462.23,General purchase
GL-3433,2024-01-31,6100 · Facilities,Barrow Advisory,5550.93,Building maintenance
GL-3434,2024-01-31,6500 · Professional,Hollowbrook Services,2744.22,Professional services
GL-3435,2024-01-31,6210 · Software,Ashcroft Services,6226.34,Subscription renewal
GL-3436,2024-02-01,6900 · Miscellaneous,Copperfield Group,714.46,General purchase
GL-3437,2024-02-01,6300 · Contractors,Elmgate Solutions,11904.86,Contractor invoice
GL-3438,2024-02-01,6900 · Miscellaneous,Hartmoor Traders,3452.52,General purchase
GL-3439,2024-02-01,6300 · Contractors,Birchwood Supply Co,9190.62,Contractor invoice
GL-3440,2024-02-01,6900 · Miscellaneous,Hollowbrook & Finch,3157.73,General purchase
GL-3441,2024-02-01,6400 · Travel,Cinderpath Services,557.38,Conference travel
GL-3442,2024-02-01,6600 · Marketing,Deerpath Ventures,3333.43,Content production
GL-3443,2024-02-01,6500 · Professional,Yarrowmere Traders,8750.7,Consulting engagement
GL-3444,2024-02-01,6000 · Office,Kingswell Logistics,620.19,Breakroom restock
GL-3445,2024-02-01,6300 · Contractors,Oldbridge Consulting,10428.53,Contractor invoice
GL-3446,2024-02-01,6800 · Events,Timberline Traders,1385.44,Event costs
GL-3447,2024-02-01,6710 · Equipment,Wrenfield Group,489.92,Hardware
GL-3448,2024-02-01,6300 · Contractors,Westgate Group,2834.09,Consulting work
GL-3449,2024-02-01,6500 · Professional,Copperfield Consulting,7051.9,Consulting engagement
GL-3450,2024-02-01,6000 · Office,Driftwood Services,310.96,Office supplies
GL-3451,2024-02-02,6500 · Professional,Foxglen & Finch,3778.84,Consulting engagement
GL-3452,2024-02-02,6800 · Events,Kettleworth Trade Ltd,1854.03,Event costs
GL-3453,2024-02-02,6500 · Professional,Everline Group,5181.2,Professional services
GL-3454,2024-02-02,6000 · Office,Dunmore & Finch,1109.83,Office supplies
GL-3455,2024-02-02,6300 · Contractors,Lyndon Advisory,11426.11,Consulting work
GL-3456,2024-02-02,6400 · Travel,Kingswell Supply Co,1560.5,Conference travel
GL-3457,2024-02-02,6000 · Office,Ferncliff Materials,1849.79,General office purchase
GL-3458,2024-02-02,6100 · Facilities,Rushmere Contractors,1892.62,Facilities services
GL-3459,2024-02-02,6300 · Contractors,Ashcombe Holdings,4973.91,Contractor invoice
GL-3460,2024-02-02,6900 · Miscellaneous,Mosswell & Finch,3207.65,Miscellaneous expense
GL-3461,2024-02-02,6710 · Equipment,Ridgemont Solutions,2982.74,Equipment maintenance
GL-3462,2024-02-05,6500 · Professional,Summit Payroll Services,5649.26,Payroll processing fee
GL-3463,2024-02-05,6900 · Miscellaneous,Millhaven Services,393.97,General purchase
GL-3464,2024-02-05,6800 · Events,Larkspur Supply Co,1019.06,Team event
GL-3465,2024-02-05,6100 · Facilities,Kingsmere Solutions,1877.15,Repairs
GL-3466,2024-02-05,6710 · Equipment,Brackendale Group,4723.18,Equipment purchase
GL-3467,2024-02-05,6600 · Marketing,Millbrook Group,2624.68,Ad campaign
GL-3468,2024-02-05,6300 · Contractors,Deerpath Co,4147.17,Consulting work
GL-3469,2024-02-05,6710 · Equipment,Everline Contractors,5379.33,Hardware
GL-3470,2024-02-05,6800 · Events,Heathfield Group,3447.17,Event costs
GL-3471,2024-02-05,6900 · Miscellaneous,Millhaven Group,3381.73,Miscellaneous expense
GL-3472,2024-02-05,6300 · Contractors,Quarryfield Partners,2341.91,Consulting work
GL-3473,2024-02-05,6900 · Miscellaneous,Greystone Holdings,1704.11,Miscellaneous expense
GL-3474,2024-02-05,6800 · Events,Mosswell & Sons,3712.14,Event costs
GL-3475,2024-02-05,6000 · Office,Dunmore Holdings,1437.81,Office supplies
GL-3476,2024-02-05,6000 · Office,Driftwood Traders,414.45,Office supplies
GL-3477,2024-02-05,6400 · Travel,Grovemont Traders,1521.18,Client visit travel
GL-3478,2024-02-05,6800 · Events,Timberline Advisory,3644.95,Team event
GL-3479,2024-02-05,6500 · Professional,Valeworth Logistics,5910.9,Consulting engagement
GL-3480,2024-02-05,6210 · Software,Rushmere Services,6246.15,Subscription renewal
GL-3481,2024-02-05,6500 · Professional,Deerpath Supply Co,822.92,Advisory fee
GL-3482,2024-02-05,6600 · Marketing,Northfield Solutions,4701.24,Marketing spend
GL-3483,2024-02-06,6210 · Software,Millhaven Supply Co,2819.91,Platform fee
GL-3484,2024-02-06,6100 · Facilities,Ridgemont Consulting,1066.26,Repairs
GL-3485,2024-02-06,6400 · Travel,Kingswell Supply Co,1765.42,Conference travel
GL-3486,2024-02-06,6210 · Software,Foxglen Materials,3850.18,Platform fee
GL-3487,2024-02-06,6500 · Professional,Driftwood & Finch,6141.49,Consulting engagement
GL-3488,2024-02-06,6710 · Equipment,Underbrook Services,1939.8,Equipment purchase
GL-3489,2024-02-06,6400 · Travel,Copperfield Distribution,1199.88,Client visit travel
GL-3490,2024-02-06,6210 · Software,Kingswell Ventures,2227.92,Platform fee
GL-3491,2024-02-06,6900 · Miscellaneous,Pinehollow Supply Co,839.73,Miscellaneous expense
GL-3492,2024-02-06,6400 · Travel,Foxglen Supply,1466.08,Conference travel
GL-3493,2024-02-06,6000 · Office,Millhaven Trade Ltd,2325.51,General office purchase
GL-3494,2024-02-06,6600 · Marketing,Vinewood Co,6758.67,Ad campaign
GL-3495,2024-02-06,6800 · Events,Kettleworth Solutions,943.39,Event costs
GL-3496,2024-02-06,6500 · Professional,Northfield & Sons,3382.16,Advisory fee
GL-3497,2024-02-06,6400 · Travel,Millhaven Ventures,2332.93,Conference travel
GL-3498,2024-02-06,6100 · Facilities,Larkspur Logistics,4469.67,Building maintenance
GL-3499,2024-02-06,6900 · Miscellaneous,Westgate Partners,2487.34,General purchase
GL-3500,2024-02-06,6400 · Travel,Dunmore Contractors,780.81,Travel expense
GL-3501,2024-02-06,6500 · Professional,Overhill Co,1702.36,Advisory fee
GL-3502,2024-02-07,6300 · Contractors,Morrow Studio LLC,11407.01,Creative retainer
GL-3503,2024-02-07,6710 · Equipment,Dunmore Advisory,4898.7,Hardware
GL-3504,2024-02-07,6800 · Events,Lyndon Holdings,4616.68,Team event
GL-3505,2024-02-07,6210 · Software,Cinderpath & Sons,6316.02,Subscription renewal
GL-3506,2024-02-07,6400 · Travel,Ridgemont Materials,2402.0,Conference travel
GL-3507,2024-02-07,6800 · Events,Foxglen Supply Co,3577.66,Team event
GL-3508,2024-02-07,6500 · Professional,Hartmoor Solutions,6190.32,Consulting engagement
GL-3509,2024-02-07,6300 · Contractors,Lyndon Advisory,6257.94,Contractor invoice
GL-3510,2024-02-07,6600 · Marketing,Hartmoor Trade Ltd,5868.04,Marketing spend
GL-3511,2024-02-07,6800 · Events,Underbrook & Finch,1744.02,Venue booking
GL-3512,2024-02-07,6710 · Equipment,Elmgate Co,2977.34,Equipment maintenance
GL-3513,2024-02-07,6600 · Marketing,Ashcroft Consulting,1054.14,Content production
GL-3514,2024-02-07,6600 · Marketing,Ashcroft & Sons,3485.83,Marketing spend
GL-3515,2024-02-07,6210 · Software,Oldbridge Traders,1724.37,Platform fee
GL-3516,2024-02-07,6400 · Travel,Cinderpath Contractors,2037.1,Client visit travel
GL-3517,2024-02-07,6800 · Events,Larkspur Ventures,3881.81,Venue booking
GL-3518,2024-02-07,6710 · Equipment,Fairhaven Ventures,3476.49,Equipment purchase
GL-3519,2024-02-07,6710 · Equipment,Ferncliff Group,1044.93,Hardware
GL-3520,2024-02-07,6400 · Travel,Ridgemont Trade Ltd,403.05,Conference travel
GL-3521,2024-02-07,6100 · Facilities,Fairhaven Materials,5014.49,Facilities services
GL-3522,2024-02-07,6600 · Marketing,Thornleigh Contractors,2575.57,Ad campaign
GL-3523,2024-02-07,6600 · Marketing,Cedar Cloud Tools,29805.37,Content production
GL-3524,2024-02-08,6600 · Marketing,Meridian Ad Group,4053.57,Ad campaign
GL-3525,2024-02-08,6500 · Professional,Everline Group,5125.91,Professional services
GL-3526,2024-02-08,6210 · Software,Oakhaven Traders,895.5,Subscription renewal
GL-3527,2024-02-08,6600 · Marketing,Thornleigh Partners,3881.67,Marketing spend
GL-3528,2024-02-08,6000 · Office,Timberline Solutions,2967.44,General office purchase
GL-3529,2024-02-08,6600 · Marketing,Nightingale Advisory,3150.82,Content production
GL-3530,2024-02-08,6710 · Equipment,Grovemont Materials,2591.35,Equipment purchase
GL-3531,2024-02-08,6000 · Office,Eastmoor Logistics,161.14,Office supplies
GL-3532,2024-02-08,6900 · Miscellaneous,Kingsmere Co,1195.49,General purchase
GL-3533,2024-02-08,6000 · Office,Eastmoor Services,1666.9,Breakroom restock
GL-3534,2024-02-08,6500 · Professional,Greystone Ventures,6925.36,Professional services
GL-3535,2024-02-08,6900 · Miscellaneous,Overhill Partners,1857.01,Miscellaneous expense
GL-3536,2024-02-08,6100 · Facilities,Quarryfield & Finch,3489.4,Building maintenance
GL-3537,2024-02-08,6500 · Professional,Everline Supply,8500.2,Consulting engagement
GL-3538,2024-02-08,6710 · Equipment,Hartmoor Contractors,1912.98,Hardware
GL-3539,2024-02-09,6210 · Software,Ivywood Partners,3454.05,Subscription renewal
GL-3540,2024-02-09,6300 · Contractors,Elmgate Supply Co,5116.56,Project support
GL-3541,2024-02-09,6400 · Travel,Kettleworth Traders,1182.08,Client visit travel
GL-3542,2024-02-09,6600 · Marketing,Jasperton Materials,6839.48,Ad campaign
GL-3543,2024-02-09,6500 · Professional,Millbrook Advisory,1425.27,Consulting engagement
GL-3544,2024-02-09,6800 · Events,Nightingale Ventures,1972.0,Team event
GL-3545,2024-02-09,6600 · Marketing,Heathfield Supply,1578.54,Ad campaign
GL-3546,2024-02-09,6210 · Software,Underbrook Vendors,5132.51,Software license
GL-3547,2024-02-09,6000 · Office,Birchwood Logistics,3042.87,General office purchase
GL-3548,2024-02-09,6300 · Contractors,Elmgate Solutions,2830.52,Contractor invoice
GL-3549,2024-02-09,6600 · Marketing,Heathfield Supply,6242.23,Ad campaign
GL-3550,2024-02-09,6210 · Software,Ashford Contractors,4894.46,Software license
GL-3551,2024-02-09,6100 · Facilities,Underbrook Co,1454.58,Repairs
